studentid,sex,age,bis1,bis2,bis3,bis4,bis5,bis6,bis7,bas1,bas2,bas3,bas4,bas5,bas6,bas7,bas8,bas9,bas10,bas11,bas12,bas13,a01_t1,a02_t1,a03_t1,a04_t1,a05_t1,a06_t1,a07_t1,a08_t1,a09_t1,a10_t1,a11_t1,a12_t1,a13_t1,a14_t1,a15_t1,a16_t1,a17_t1,a18_t1,a19_t1,a20_t1,d01_t1,d02_t1,d03_t1,d04_t1,d05_t1,d06_t1,d07_t1,d08_t1,d09_t1,d10_t1,d11_t1,d12_t1,d13_t1,d14_t1,d15_t1,d16_t1,d17_t1,d18_t1,d19_t1,d20_t1,a01_t2,a02_t2,a03_t2,a04_t2,a05_t2,a06_t2,a07_t2,a08_t2,a09_t2,a10_t2,a11_t2,a12_t2,a13_t2,a14_t2,a15_t2,a16_t2,a17_t2,a18_t2,a19_t2,a20_t2,d01_t2,d02_t2,d03_t2,d04_t2,d05_t2,d06_t2,d07_t2,d08_t2,d09_t2,d10_t2,d11_t2,d12_t2,d13_t2,d14_t2,d15_t2,d16_t2,d17_t2,d18_t2,d19_t2,d20_t2
389,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,0,18,1,4,3,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,3,2,1,1,1,2,2,1,1,4,2,1,1,2,1,2,1,4,1,1,1,4,1,1,1,4,2,1,1,1,1,1,1,2,4,2,2,2,1,1,2,2,1,1,1,2,2,1,1,3,2,1,1,2,1,2,2,4,2,1,1,3,1,1,1,4,1,1,1,1,2,1,1,1,1,1
391,1,18,2,4,3,3,3,1,2,4,4,4,4,4,2,4,4,2,4,2,4,4,2,3,1,2,3,2,1,1,1,2,2,2,1,4,3,1,1,2,2,3,1,3,1,2,2,2,2,1,1,1,2,1,1,2,1,3,1,3,1,2,2,3,1,2,3,2,1,1,1,3,3,2,1,3,2,1,2,3,2,3,2,3,1,1,1,3,2,1,1,2,3,2,2,2,2,3,1,2,1,2
392,1,19,1,3,4,4,4,2,3,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,2,2,4,4,1,1,1,4,3,2,1,4,4,4,2,4,4,4,4,2,4,1,2,1,3,3,3,2,4,2,1,4,2,3,3,4,1,3,2,3,3,3,4,4,2,2,2,3,4,2,1,4,4,1,1,3,3,3,3,4,4,1,1,1,2,2,1,2,4,2,1,4,1,3,3,4,1,4
393,0,19,2,4,4,4,3,3,2,3,4,2,3,2,3,2,3,3,3,2,2,3,3,4,1,2,3,4,1,2,2,3,3,1,1,3,4,1,1,2,2,3,2,4,2,2,2,2,1,1,1,2,3,3,3,3,1,4,3,3,1,3,2,2,2,2,2,3,1,1,1,3,2,2,2,3,2,1,1,3,2,3,2,4,2,2,2,2,1,1,1,2,2,3,2,4,1,4,3,2,1,3
394,0,18,4,3,4,4,4,1,4,3,4,2,NA,3,2,3,3,3,3,2,3,1,2,2,2,2,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,1,1,4,1,4,4,4,4,4,2,4,4,4,4,3,4,4,2,4,3,4,4,4,4,4,4,4,4,3,2,4,3,3,3,4,3,4,4,4,4,1,1,4,1,2,1,4,4,2,3,4,3,4,4,4,3,4
395,1,18,2,3,3,2,3,2,3,3,4,2,4,2,1,3,2,3,3,1,2,4,1,1,1,1,3,2,1,1,1,2,2,1,2,4,3,1,1,2,1,3,2,4,1,1,2,2,2,2,3,3,3,2,2,3,2,2,3,3,1,3,1,2,2,2,2,2,2,1,1,2,2,1,1,3,2,1,1,1,2,2,3,4,1,1,2,2,2,2,2,4,3,2,3,2,2,2,2,3,1,2
396,0,19,1,4,4,3,4,2,3,2,4,3,4,3,4,4,4,4,4,4,4,4,3,3,1,1,3,3,1,1,2,3,3,3,1,4,4,1,2,3,3,3,1,4,1,1,1,1,1,1,1,3,4,1,1,4,1,3,4,3,1,3,3,3,1,1,3,4,1,1,1,3,3,2,1,4,4,1,1,3,1,3,1,4,1,1,1,1,1,2,1,2,4,1,1,1,2,4,4,2,1,3
397,0,18,2,3,3,2,3,2,2,2,4,3,3,2,3,2,3,2,3,3,3,2,3,2,2,2,3,2,1,1,2,2,2,3,2,2,1,1,1,2,2,2,2,4,3,4,1,1,3,3,3,4,1,1,2,2,1,3,3,2,1,2,3,3,3,2,4,3,2,1,3,3,3,2,2,4,3,2,2,4,3,3,3,4,3,1,1,2,1,3,2,2,3,2,3,2,2,3,3,2,1,2
398,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1,19,3,3,3,2,3,1,4,4,4,3,4,3,2,2,3,4,4,4,4,3,2,4,2,2,2,3,2,1,3,4,2,2,2,3,4,3,2,2,2,2,3,4,2,1,1,2,1,1,1,3,4,1,3,1,3,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,1,18,2,3,3,3,3,2,3,3,4,3,3,3,4,3,3,3,3,2,3,3,1,1,2,1,2,3,1,1,2,2,2,2,1,3,2,1,2,2,1,2,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,0,19,1,4,4,4,4,1,3,2,4,4,4,2,3,3,3,3,2,2,2,3,3,3,1,2,3,3,2,2,2,3,3,2,1,2,2,1,2,3,2,3,2,3,2,2,2,2,1,4,3,4,3,3,2,3,2,4,3,3,1,3,2,3,1,2,3,4,2,2,2,3,4,2,1,3,3,1,2,3,2,3,2,4,2,2,4,3,1,4,2,3,4,3,2,4,2,3,4,3,1,4
405,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,3,4,2,2,2,2,4,4,1,3,3,1,4,4,4,3,2,4,1,3,3,1,1,1,1,2,3,2,2,2,1,4,4,4,1,2
406,1,18,2,4,4,4,4,1,4,3,4,3,2,2,3,3,3,3,4,1,1,3,2,2,3,3,2,2,2,1,1,2,2,3,1,4,4,1,2,4,1,2,3,4,1,3,2,2,3,2,3,1,2,2,3,3,2,1,2,1,2,2,2,2,2,1,3,2,1,1,2,2,3,4,2,3,3,2,2,2,2,3,2,4,2,3,2,1,1,2,1,2,3,3,4,4,2,3,3,2,1,3
407,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1,19,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,1,4,4,4,2,1,1,4,2,1,1,1,2,3,1,1,4,4,1,2,3,1,4,1,4,1,1,1,3,1,1,1,2,4,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,2,2,1,1,1,2,1,1,1,1
412,1,18,1,2,4,2,2,3,3,3,4,4,4,3,4,4,4,3,4,4,3,4,2,2,2,1,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,4,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,1,3,3,4,2,3,3,3,2,2,1,3,3,1,1,3,3,1,3,3,3,3,2,4,2,1,1,1,1,1,1,2,3,2,1,2,2,1,2,2,1,2
413,0,18,1,4,4,1,3,2,3,2,4,3,3,2,2,2,3,3,3,2,2,3,4,3,1,2,3,4,1,1,1,2,3,3,1,3,3,1,1,1,1,3,1,3,1,1,1,3,1,1,2,3,3,1,1,4,1,2,3,2,1,3,1,2,1,1,3,3,1,1,2,3,1,3,2,3,2,2,2,3,4,2,2,4,2,2,1,1,1,1,1,3,3,1,1,4,1,2,3,2,1,2
414,1,19,2,2,4,2,3,2,3,4,4,3,4,3,3,2,3,3,4,4,3,4,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,1,1,1,2,2,1,2,3,3,3,2,1,1,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,0,18,2,4,4,3,3,2,4,3,4,3,4,3,3,3,4,3,3,3,3,4,2,2,1,1,3,3,1,1,1,2,2,1,2,2,2,1,1,2,1,1,3,3,3,1,1,1,2,1,1,2,2,2,2,3,3,4,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1,3,3,2,2,2,2,2,3,3,4,1,1,1,2,2,1,2,2,2,2,4,3,4,3,2,2,3
416,0,18,3,3,3,3,3,2,2,2,4,4,4,3,3,3,3,2,4,2,3,3,1,1,1,2,1,3,1,1,2,1,1,2,1,3,1,1,2,2,2,1,1,3,2,1,1,2,1,1,1,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
417,1,18,2,4,4,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,1,1,1,1,3,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,3,2,2,1,1,2,1,1,2,2,2,2,1,2,3,2,2,2,1,3,3,2,2,3,3,2,1,1,3,3,2,1,4,4,1,1,3,2,3,2,3,2,1,2,2,2,1,1,1,3,2,2,2,2,3,3,3,2,2
418,0,18,1,4,4,4,4,2,1,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,2,1,2,3,3,1,2,2,1,2,2,2,2,3,4,2,3,1,1,2,1,3,3,3,3,3,2,2,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,3,3,1,1,1,3,4,2,1,3,2,1,1,3,2,3,2,1,3,3,1,1,1,4,2,3,2,1,3,2,1,2,1,2,1,3
421,1,19,3,4,4,4,4,1,4,4,4,4,3,4,2,3,4,3,3,4,4,2,1,3,1,3,4,1,1,1,1,2,3,3,1,4,3,1,1,2,3,4,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,3,1,3,2,3,1,3,4,1,1,2,1,2,2,4,NA,2,2,1,2,1,3,2,3,1,1,1,1,2,1,1,1,3,2,1,3,2,2,4,1,2,1,2
422,1,18,1,4,4,4,4,1,4,1,4,4,1,1,4,1,1,4,4,4,1,1,1,4,1,4,4,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,2,1,1,1,1,2,2,1,4,4,1,1,1,1,1,4,4,1,4,4,1,1,1,1,4,3,3,3,4,3,1,4,4,4,4
423,1,18,4,4,2,2,3,3,3,2,4,4,4,1,4,2,3,4,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,3,3,1,1,3,1,1,2,4,1,1,1,1,1,1,1,4,4,1,1,4,1,4,3,3,1,3
424,0,18,1,3,4,2,4,2,3,4,4,3,3,4,3,4,3,2,3,3,4,3,3,3,1,4,4,4,3,3,3,4,4,4,1,4,4,3,4,4,4,4,1,4,1,1,1,3,1,1,1,3,2,2,2,3,1,4,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1,19,2,3,4,3,2,2,1,4,4,3,3,3,2,3,3,2,3,2,4,4,1,1,1,1,1,3,1,1,1,1,2,1,1,3,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,1,18,1,4,4,3,4,3,4,2,3,2,4,2,2,2,4,3,3,3,2,4,3,3,2,3,4,2,2,2,2,4,3,4,2,4,3,1,3,4,2,4,NA,2,1,1,2,1,1,1,1,3,3,3,3,3,2,4,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,19,2,4,3,3,3,3,2,4,4,3,3,3,3,3,2,3,3,3,3,2,1,1,1,2,2,2,1,1,1,2,1,1,1,3,1,1,1,2,1,2,2,4,1,1,1,1,1,2,1,2,1,1,2,2,1,3,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1,18,1,4,4,4,4,2,4,1,4,4,4,1,4,2,2,4,4,3,3,3,1,1,1,1,1,3,2,1,1,2,3,2,1,3,2,1,1,2,1,2,2,3,2,1,2,1,1,1,1,2,3,3,2,3,1,3,3,2,1,3,1,1,1,1,2,3,1,1,1,2,3,2,1,3,2,1,1,1,1,3,1,3,2,1,1,1,1,1,1,2,3,3,2,4,1,4,3,3,1,4
429,0,18,3,4,4,4,3,2,2,3,4,3,4,4,3,3,3,2,3,4,3,3,2,2,1,2,3,2,1,1,1,3,3,2,1,4,3,1,1,3,2,3,3,4,2,3,1,1,1,2,1,4,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,3,1,1,1,2,2,2,1,3,3,1,1,2,2,3,2,4,2,2,2,2,1,2,1,3,3,2,1,2,1,4,3,4,1,3
430,0,NA,4,4,4,4,3,2,4,3,4,4,3,3,3,3,4,3,4,3,3,4,3,3,2,4,3,4,2,2,2,2,2,4,1,2,1,1,1,3,4,2,2,4,2,1,4,1,1,3,2,2,4,2,2,4,1,4,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,1,19,1,4,4,4,4,1,4,3,4,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,3,4,1,1,3,3,3,4,3,3,3,2,3,3,3,3,3,4,2,1,1,1,3,1,2,3,4,4,2,3,1,4,3,3,1,3,2,2,2,2,2,3,1,1,2,3,2,4,2,3,3,1,2,3,2,3,3,4,2,1,1,2,2,1,2,3,3,3,3,3,1,4,3,3,1,2
432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,4,3,2,2,1,4,2,3,2,4,2,1,1,3,4,3,2,4,1,2,1,2,1,1,1,2,2,1,2,2,1,3,2,2,1,2
433,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,3,1,1,1,3,3,2,1,3,3,1,1,2,1,3,1,3,1,2,2,4,1,1,1,2,3,3,2,3,1,4,3,3,1,4
434,0,18,1,4,4,4,4,1,4,3,4,2,4,2,4,2,4,2,4,4,4,4,2,3,1,2,3,3,1,1,2,2,3,2,1,2,2,1,2,2,2,2,3,4,3,3,1,1,2,3,2,3,4,1,3,3,1,4,2,3,1,3,2,2,1,2,2,4,1,2,1,2,3,2,1,4,3,1,2,2,1,2,3,4,2,3,1,3,1,3,2,3,4,1,2,3,2,4,3,3,1,3
435,1,18,2,4,4,4,4,1,4,3,4,3,4,4,2,3,3,3,3,4,2,4,2,4,4,1,4,3,1,3,1,3,4,3,1,4,4,1,1,4,4,4,4,4,2,3,2,1,1,1,1,3,4,1,1,4,3,2,3,4,1,4,2,3,1,2,2,3,1,1,1,2,4,3,1,4,4,1,1,4,2,3,2,4,1,1,1,1,1,1,1,2,4,1,1,4,1,4,3,4,1,4
436,1,19,1,3,3,2,2,2,3,3,4,4,4,3,4,4,4,3,2,3,4,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,2,1,1,1,3,2,2,1,NA,2,3,2,1,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,2,1,1,3,2,3,2,3,1,1,2,1,2,1,1,2,3,3,2,3,2,2,2,3,1,4
437,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,2,1,2,2,2,1,1,2,3,1,1,3,1,2,3,4,3,1,1,1,1,1,1,3,4,2,3,3,2,3,4,3,1,4
438,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,4,2,1,1,1,3,4,4,1,2,1,1,4,2,4,3,3,4,2,1,1,1,1,1,1,1,3,1,4,1,2,3,3,3,1,2
439,1,20,2,4,4,3,3,3,3,3,4,4,4,3,4,3,4,4,2,4,3,4,3,3,3,2,2,3,1,1,2,2,2,2,2,1,1,1,1,3,2,1,2,4,1,1,1,1,1,1,3,3,3,3,4,1,2,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1,19,1,3,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,1,4,4,4,3,2,3,4,3,2,2,1,1,4,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,0,19,3,1,1,1,3,4,2,3,4,3,3,3,3,4,4,3,3,3,3,3,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,3,2,2,3,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1,NA,3,2,3,3,4,1,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,1,1,3,3,1,1,1,2,3,2,1,3,3,1,1,3,1,3,2,4,1,4,1,1,3,1,4,4,2,1,2,4,4,3,2,4,1,3,3,3,1,2,3,3,1,1,1,2,3,1,1,3,2,1,1,3,1,3,2,2,1,1,2,1,3,1,2,3,3,2,3,2,2,3,3,4,1,2
443,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,3,1,1,1,1,3,1,1,4,4,1,2,3,1,2,2,4,2,4,2,3,1,1,3,4,3,2,2,2,2,1,2,4,2,4
